"Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","AirlineCluster_K.cluster"
50,0,50,1,50,1,5073,4
97416,0,63679,29,0,0,5093,1
127768,0,65264,21,250,1,5064,1
139882,0,47089,15,0,0,4859,3
10740,0,0,0,0,0,4926,4
57330,0,380,3,0,0,4986,4
33560,0,2600,14,0,0,4604,4
53210,0,11422,10,0,0,4993,4
9795,0,0,0,0,0,4960,4
16984,0,10334,15,0,0,4884,4
46349,0,33923,20,1100,2,4856,3
118079,0,43298,16,500,1,4867,3
29632,0,0,0,0,0,4898,4
164307,0,21704,14,0,0,4023,3
13490,0,0,0,0,0,4870,4
36296,0,5780,6,0,0,4600,4
190429,6168,27500,11,1500,3,4974,1
120447,0,53804,15,350,1,4840,1
35094,0,4000,11,0,0,4944,4
208804,0,56204,31,500,1,4429,1
30662,0,0,0,0,0,4996,4
157452,0,45312,18,0,0,4471,3
24266,0,2375,12,0,0,4111,4
49991,0,44146,27,2510,4,4803,3
42275,925,4100,6,1600,5,4712,4
59162,0,2520,7,0,0,4726,4
109625,0,63372,19,500,1,5056,1
30486,0,0,0,0,0,5051,4
240904,2288,63385,22,350,1,5045,1
266776,0,8370,30,6520,28,5042,2
20818,0,15214,4,0,0,5036,4
106509,0,1113,7,0,0,5036,4
65982,0,1750,4,750,3,5030,4
9002,0,1586,9,0,0,4933,4
16088,0,17872,15,0,0,4563,3
10079,0,569,8,0,0,4651,4
48863,0,71013,18,1050,3,4925,1
137402,0,950,6,200,3,4685,4
71076,1000,10000,1,0,0,4820,4
20630,0,2045,4,0,0,4643,4
119180,1467,9275,20,1300,6,4657,3
54116,1846,34997,14,0,0,4848,3
36665,0,1625,6,0,0,4747,4
507371,0,51765,18,450,1,4770,1
48721,0,18781,12,300,3,4672,4
391222,0,27471,20,1600,7,4905,1
88668,0,9889,15,100,1,4903,4
46074,0,2193,11,0,0,4419,4
1923,0,1170,2,0,0,4615,4
46030,0,4375,27,0,0,4566,3
31236,0,2250,13,0,0,4523,4
18351,0,0,0,0,0,4744,4
4779,0,600,2,0,0,4926,4
124775,1704,11564,8,700,2,4847,4
66923,0,17139,12,0,0,4875,4
24008,0,540,3,0,0,4901,4
118415,2329,4475,10,100,1,4545,4
2793,0,8000,3,0,0,4588,4
70464,0,4000,4,1000,2,4889,4
71930,0,32774,13,500,1,4300,3
126484,0,5942,13,3192,11,4758,2
39503,0,16671,18,2339,2,4884,3
7291,0,0,0,0,0,4104,5
4838,0,23592,16,500,1,5024,3
73811,0,25394,14,1000,2,5021,3
156219,0,55874,24,0,0,5015,1
114376,0,33949,15,0,0,5009,3
23965,0,7308,16,550,3,5003,4
45766,0,4550,11,1300,7,5002,4
57857,1099,62650,37,12400,29,4996,2
19998,0,4309,13,0,0,4995,4
29506,0,4826,16,500,2,4993,4
6020,1505,0,0,0,0,4986,4
27989,0,25369,16,2729,2,4981,3
21933,0,27166,15,550,1,4974,3
58758,0,6500,38,0,0,4974,3
86069,0,35282,21,0,0,4972,3
8350,0,2125,10,0,0,4967,4
26862,0,15510,15,0,0,4965,4
133853,0,68136,14,0,0,4960,1
72623,0,0,0,0,0,4957,4
36887,0,9048,11,0,0,4951,4
49737,0,60922,22,550,2,4946,3
53869,0,6750,26,0,0,4940,3
5264,0,0,0,0,0,4496,5
132132,6920,20443,18,1310,4,3916,1
319241,0,71867,36,0,0,4692,1
333346,2139,52013,31,4309,12,4469,2
22459,0,104,2,0,0,4215,5
65021,0,10369,12,0,0,3547,3
44205,0,28340,13,0,0,3676,3
18433,0,3174,9,0,0,3930,5
6341,0,3658,12,0,0,3706,5
3641,0,1164,3,0,0,3603,5
39207,0,965,3,0,0,3757,5
63362,0,16331,15,350,1,3544,3
220267,0,8500,4,0,0,4716,4
329,0,23492,14,0,0,4868,3
22424,0,648,2,0,0,3951,5
36805,0,13018,16,0,0,3799,3
63437,0,7160,15,0,0,4595,3
8962,4481,0,0,0,0,4198,5
7922,0,0,0,0,0,4491,5
113731,0,1700,5,700,4,4482,4
12612,0,0,0,0,0,4170,5
45916,0,675,6,500,2,2818,5
51324,0,20533,14,0,0,4408,3
412,0,13000,1,0,0,4761,4
8103,0,2750,15,0,0,4776,4
91237,0,78864,26,0,0,4321,1
17388,0,0,0,0,0,4232,5
52046,0,1058,8,683,7,3456,5
50015,0,20839,16,50,1,4497,3
45340,0,14063,16,500,1,4660,3
200963,0,6164,4,150,1,4782,4
85884,0,7742,9,0,0,4692,4
4236,0,3000,7,0,0,4148,5
55843,0,6000,3,0,0,4341,4
43000,0,1273,4,173,1,4646,4
5573,0,1958,17,0,0,3714,3
2080,0,0,0,0,0,4635,5
43686,0,4039,12,0,0,4328,4
11001,0,255,5,0,0,4315,5
10146,0,26633,12,0,0,4509,3
35062,0,16237,26,0,0,4152,3
11866,0,6139,9,0,0,4667,4
41048,0,1195,3,0,0,4856,4
25004,0,1113,3,0,0,4860,4
194074,1448,12500,6,0,0,4701,4
65952,0,34770,14,0,0,4827,3
265532,0,4652,13,0,0,4849,4
61286,0,1500,5,0,0,4755,4
118177,0,20910,18,402,1,4811,3
183370,0,30988,14,12988,9,4848,2
98608,0,969,12,0,0,4663,4
22529,0,5115,20,3400,16,4865,2
2502,0,15500,4,500,1,4761,4
123430,0,49987,17,0,0,4798,3
36219,0,4044,10,0,0,4595,4
61405,250,32316,20,1350,8,4828,3
3789,0,181,3,0,0,4756,4
16065,0,0,0,0,0,4456,5
404142,0,75509,13,0,0,4784,1
28733,0,0,0,0,0,4650,4
26965,0,7346,13,0,0,4653,4
278437,0,50888,26,0,0,4744,1
5074,0,500,1,0,0,4730,4
43338,0,1000,4,1000,4,4275,5
23551,0,2375,12,0,0,4663,4
32015,0,6000,6,0,0,4574,4
65435,0,1000,2,500,1,4786,4
39079,0,3070,5,0,0,4750,4
108616,0,36476,13,0,0,4644,3
80154,0,47270,14,0,0,4352,3
25563,0,303,8,0,0,3511,5
18007,0,33237,15,0,0,4665,3
51752,0,25962,20,0,0,4631,3
21540,0,1188,9,0,0,4791,4
233057,0,102840,11,0,0,4791,1
196079,0,56890,21,0,0,4791,1
276607,0,11430,14,6430,11,4791,2
20681,0,0,0,0,0,4939,4
155278,0,27200,16,0,0,4926,3
194949,0,10121,13,4621,10,4930,2
307260,783,40533,24,250,1,4791,1
105588,0,22973,3,0,0,4805,4
41366,0,27148,15,0,0,4806,3
59445,0,5500,21,500,2,4843,3
130920,2643,30299,20,1100,6,4793,1
49777,2360,12241,12,0,0,4777,4
58778,0,28325,13,0,0,4919,3
38224,0,2587,10,0,0,4824,4
93700,0,58745,14,0,0,4827,3
533120,0,120983,18,0,0,4827,1
34941,0,23718,16,0,0,4755,3
115197,0,17638,24,0,0,4820,3
31230,0,815,5,815,5,4931,4
98604,0,17490,15,0,0,4919,3
385195,0,0,0,0,0,4903,4
136104,0,68988,51,2069,8,4916,1
23984,0,2737,14,0,0,4905,4
169947,0,48140,21,0,0,4895,1
71264,0,94161,17,1000,2,4903,1
71610,0,20918,14,0,0,4895,3
151152,0,13635,21,1100,1,4895,3
164178,2364,35314,23,1100,3,4883,1
18601,0,100,1,0,0,4888,4
49331,0,23572,12,100,1,4888,4
43326,0,4164,12,0,0,4881,4
12112,0,0,0,0,0,4882,4
98343,0,31961,16,0,0,4971,3
83006,0,45167,13,0,0,4906,3
110980,0,12900,8,950,4,4853,4
78032,0,24046,23,0,0,4862,3
176262,0,12678,8,150,1,4862,4
239576,0,13301,12,0,0,4849,4
642756,0,37889,15,1000,2,4841,1
41370,0,51335,9,0,0,4842,3
92905,0,1766,10,0,0,4827,4
7430,0,10500,5,0,0,4791,4
68390,0,3450,3,950,2,4754,4
18366,0,1100,3,1100,3,4783,4
197673,0,48932,15,0,0,4775,1
11789,0,28756,20,900,2,4775,3
213539,0,2750,15,0,0,4751,4
13310,0,0,0,0,0,4755,4
207395,0,55903,17,500,1,4761,1
25688,2396,3103,10,0,0,4754,4
259582,0,3833,21,1762,9,4638,3
288379,0,15942,8,1442,5,4741,4
3580,0,130,3,0,0,4730,4
84305,0,78931,15,0,0,4734,1
4780,0,0,0,0,0,4733,4
88192,0,47848,22,500,1,4784,3
105665,0,31226,13,0,0,4727,3
24756,0,7720,26,500,2,4723,3
51304,1362,11611,40,10075,36,4708,2
12404,0,1950,7,1200,4,4701,4
80988,0,4413,5,0,0,4707,4
5617,0,4400,4,400,1,4706,4
68023,0,119512,33,500,1,4702,1
108100,0,45113,17,1000,2,4699,3
17470,0,4100,9,2500,5,4691,4
138332,0,67836,17,0,0,4692,1
4087,0,500,4,0,0,4684,4
40264,0,19137,13,0,0,4684,3
13290,0,3175,5,0,0,4679,4
130761,0,52423,15,0,0,4674,3
14371,0,28723,13,0,0,4671,3
25322,0,23821,16,0,0,4673,3
55356,0,23871,15,0,0,4660,3
134501,0,59855,32,1193,2,4663,1
63311,0,29318,11,0,0,4667,3
90307,0,3150,3,650,2,4664,4
2198,0,16070,12,0,0,4658,4
43749,5583,9557,5,0,0,4664,5
7730,0,375,3,0,0,4659,4
16171,0,2875,16,0,0,4656,4
192108,1000,10200,3,200,2,4656,4
35895,0,15720,11,0,0,4649,4
46578,0,8322,12,0,0,4645,4
54309,0,6772,7,250,1,4698,4
45613,0,29117,16,350,1,4625,3
297127,0,27415,16,0,0,4631,1
93148,0,7776,18,0,0,4631,3
27905,0,3794,11,0,0,4628,4
139983,0,17289,24,100,2,4629,3
188703,0,62973,53,500,1,4625,1
19479,0,2250,4,0,0,4625,4
63635,0,5175,31,50,1,4622,3
77203,0,66817,16,0,0,4646,1
19020,0,330,3,0,0,4614,4
61172,0,6875,10,0,0,4609,4
7342,0,0,0,0,0,4604,5
62076,0,11221,15,1050,2,4603,3
13046,0,0,0,0,0,4597,5
11527,0,16874,27,3880,6,4583,3
77814,0,43914,17,0,0,4587,3
75303,0,74990,15,0,0,4598,1
7545,0,616,6,0,0,4587,4
26972,0,0,0,0,0,4587,5
184805,0,52755,22,0,0,4726,1
93971,0,62023,22,450,3,4580,1
66328,0,40522,14,0,0,4575,3
51745,0,41377,14,0,0,4606,3
64341,0,63621,13,0,0,4568,3
49708,0,0,0,0,0,4560,4
46926,0,27889,15,0,0,4554,3
199418,1000,25590,39,3199,9,4548,2
9126,0,1202,13,350,1,4554,4
95109,0,26149,8,0,0,4593,4
65706,0,21958,17,0,0,4534,3
9862,0,31280,15,0,0,4545,3
253349,0,68947,18,1000,2,4545,1
25541,0,660,3,0,0,4520,4
5580,0,60,2,0,0,4533,5
37514,0,35874,31,500,1,4537,3
67083,0,4600,4,500,1,4532,4
92646,0,27177,16,0,0,4523,3
21110,0,3402,12,0,0,4516,4
102570,0,70503,20,0,0,4524,1
15876,0,0,0,0,0,4512,5
8957,0,0,0,0,0,4509,5
5375,0,2000,9,0,0,4509,4
109114,0,31956,27,0,0,4512,3
23432,0,1162,10,0,0,4510,4
111384,0,26669,14,0,0,4505,3
69880,0,4635,5,0,0,4552,4
11289,0,1500,5,0,0,4492,4
119676,500,550,4,550,4,4485,4
21847,0,929,4,903,3,4491,4
40808,0,38612,27,400,2,4490,3
47509,0,21210,10,1000,2,4490,4
20248,0,18507,37,1700,5,4488,3
3441,0,1643,6,0,0,4484,4
35216,0,9959,14,0,0,4481,3
63036,0,9006,14,0,0,4475,3
20844,0,20844,10,0,0,4474,4
42420,0,1000,1,0,0,4461,5
36254,0,7232,7,0,0,4453,4
22412,0,11654,12,0,0,4460,4
11512,0,3667,14,0,0,4460,4
1703,0,1230,4,0,0,4390,5
51471,0,15505,32,412,1,4450,3
70518,0,2000,3,1000,2,4450,4
431824,0,30480,16,500,1,4443,1
25577,0,33420,18,0,0,4432,3
17111,0,13577,10,0,0,4434,4
99336,0,14195,14,500,1,4453,3
67612,0,0,0,0,0,4442,5
38918,0,6505,29,618,2,4442,3
72812,0,16930,17,50,1,4442,3
134937,0,500,1,0,0,4427,4
121688,0,31631,15,0,0,4420,3
162410,0,20203,17,0,0,4420,3
59821,500,4200,4,200,2,4419,4
96053,0,2200,6,2200,6,4391,4
171946,0,19198,28,0,0,4397,3
15737,0,220,3,0,0,4404,5
77814,0,14786,11,0,0,4394,4
53768,0,4798,16,450,1,4387,3
245731,0,34322,35,0,0,4385,1
87366,0,18012,16,0,0,4380,3
56461,0,40190,14,0,0,4359,3
46855,0,8845,17,0,0,4379,3
53027,0,0,0,0,0,4585,4
96610,0,66298,22,0,0,4362,1
61450,0,7927,10,0,0,4383,4
18538,0,2200,3,0,0,4344,5
28319,0,18449,13,0,0,4392,3
107360,0,15641,15,0,0,4423,3
32510,0,14568,13,0,0,4341,3
9753,0,1235,3,0,0,4343,5
13033,0,1625,6,0,0,4334,5
17609,0,803,5,803,5,4317,5
104052,0,6016,12,0,0,4331,4
13878,0,0,0,0,0,4317,5
7254,0,0,0,0,0,4323,5
12560,0,1282,6,1282,6,4324,4
94938,0,12999,21,0,0,4310,3
86143,0,29652,11,500,1,4317,3
138512,0,30130,15,50,1,4313,3
66875,0,3206,17,0,0,4308,3
96026,0,25670,19,0,0,4310,3
31572,0,0,0,0,0,4299,5
11834,0,0,0,0,0,4306,5
23552,0,36165,11,0,0,4300,3
66052,0,8380,8,0,0,4301,4
55639,0,2750,15,0,0,4299,3
68226,0,3147,8,200,2,4299,4
37953,0,62571,28,0,0,4282,3
17810,0,1375,4,0,0,4294,5
21915,0,7000,33,0,0,4289,3
32563,0,4200,3,200,1,4282,5
49479,0,5500,24,100,1,4282,3
23854,0,22498,18,250,3,4274,3
60049,0,0,0,0,0,4278,5
75112,0,35532,14,500,1,4271,3
19787,0,2016,9,500,1,4258,4
30664,0,21242,22,700,5,4268,3
91716,0,6978,12,0,0,4267,4
219174,0,4500,5,2000,4,4265,4
16495,0,18779,11,0,0,4261,3
25963,0,8183,25,0,0,4244,3
1701,0,10,1,0,0,4260,5
73852,0,0,0,0,0,4252,5
12791,0,0,0,0,0,4246,5
39020,0,1295,4,0,0,4246,5
1076,0,11379,8,0,0,4233,4
34443,1440,2125,10,0,0,4233,5
4735,0,275,2,0,0,4257,5
41279,967,3664,4,3164,3,4233,5
4708,0,1000,1,0,0,4232,5
63090,0,12059,20,350,3,4231,3
156544,0,46593,13,0,0,4225,3
12239,0,2912,5,0,0,4226,5
101464,0,14610,13,0,0,4223,3
55147,0,29219,13,0,0,4225,3
59424,0,36600,23,1000,3,4211,3
52084,0,4836,7,0,0,4222,4
368535,0,146201,21,2600,6,4210,1
116288,0,65073,18,0,0,4209,1
114508,0,29960,22,1250,8,4226,3
456509,0,500,1,500,1,4201,4
19634,0,0,0,0,0,4198,5
56258,0,38591,23,500,1,4197,3
102373,0,67212,33,6600,14,4190,2
20426,0,3993,7,3493,6,4194,4
13034,0,60000,6,0,0,4169,3
22455,0,38814,17,0,0,4175,3
11604,0,95,2,0,0,4177,5
72510,0,31469,12,0,0,4169,3
33383,0,0,0,0,0,4163,5
181200,0,7514,21,0,0,4159,3
17500,0,17500,2,0,0,4167,5
22751,0,4500,9,4500,9,4166,2
12465,0,380,3,0,0,4162,5
6316,0,0,0,0,0,4149,5
66860,0,12667,20,980,5,4155,3
975,0,350,3,0,0,4519,5
197973,0,72345,14,1029,2,4155,1
50909,0,14830,18,0,0,4135,3
79500,0,21489,15,0,0,4146,3
15875,0,24918,12,0,0,4141,3
159109,0,19554,24,1557,6,4138,3
12906,0,0,0,0,0,4124,5
14155,0,3250,19,0,0,4134,3
576,0,12082,14,0,0,4128,3
48896,0,4081,12,3397,10,4139,3
27669,0,3375,20,0,0,4127,3
21708,0,12811,13,0,0,4100,3
10643,0,40585,14,850,2,4107,3
264685,0,57505,16,0,0,4112,1
35433,0,1600,3,0,0,4113,5
162369,0,41359,15,500,1,4113,3
6206,0,375,3,0,0,4107,5
226941,1000,44771,17,0,0,4099,1
94544,0,111827,8,350,1,4105,1
128302,0,132263,32,400,2,4103,1
3664,0,0,0,0,0,4089,5
56017,0,3905,6,1668,1,4086,5
40835,0,50602,39,2250,10,4090,1
24496,0,4000,3,500,1,4086,5
36033,0,36033,13,0,0,4079,3
12766,0,1900,4,400,2,4072,5
147596,0,19175,19,16675,18,4076,2
16489,0,4851,27,0,0,4064,3
84516,0,22713,15,0,0,4063,3
74147,0,8315,16,50,1,4064,3
24887,0,0,0,0,0,4047,5
56954,0,29409,32,0,0,4051,3
8647,0,0,0,0,0,4036,5
37114,0,21623,12,0,0,4040,3
50715,0,39211,13,0,0,4051,3
149305,0,49893,19,0,0,4030,3
225665,0,4288,15,500,1,4048,3
20534,0,589,7,0,0,4021,5
3962,0,292,8,0,0,4027,5
5112,0,0,0,0,0,4020,5
67358,0,67027,34,500,1,4379,1
11925,0,400,4,400,4,4015,5
30300,0,2160,7,0,0,4002,5
39139,0,710,4,0,0,3967,5
52440,0,500,1,0,0,4026,5
23329,0,6326,3,0,0,4008,5
10679,0,13363,12,0,0,4001,3
53487,0,0,0,0,0,3991,5
355423,5009,20500,20,100,1,3963,1
9052,0,280,2,0,0,3987,5
129972,0,15081,18,500,1,3986,3
283670,0,39260,39,200,1,3972,1
189054,0,17900,25,7400,23,3985,2
150312,0,1000,1,0,0,3967,5
33517,0,1250,2,250,1,3978,5
97750,0,12616,16,600,2,4074,3
59035,0,245,4,0,0,3960,5
132335,0,30273,14,0,0,3974,3
82981,0,105325,44,1000,2,3964,1
52139,0,16314,14,250,1,3965,3
123313,0,31595,15,0,0,3959,3
131755,909,37299,16,0,0,3952,3
46440,0,5582,24,0,0,3952,3
58970,0,13467,18,0,0,3946,3
152367,0,43406,24,700,3,3938,3
80534,0,20715,17,0,0,3949,3
12184,0,1160,3,0,0,3939,5
10355,0,6510,10,0,0,3918,5
39947,0,1750,7,0,0,3922,5
3082,0,0,0,0,0,3923,5
37563,0,8142,14,0,0,3925,3
145868,0,61068,18,10042,4,3925,2
14231,0,4950,24,1700,5,3917,3
87282,0,13480,10,0,0,3911,3
11355,0,135,3,0,0,3916,5
197239,0,53412,25,250,2,3914,1
50586,0,0,0,0,0,3902,5
54388,0,27516,14,0,0,3903,3
30546,0,11304,14,0,0,3900,3
24407,0,923,10,0,0,3910,5
640169,0,82561,36,400,2,3895,1
56213,0,3207,14,350,1,3900,3
21944,0,29461,13,0,0,3900,3
76552,0,150010,36,0,0,3894,1
37244,0,38220,18,0,0,3890,3
38439,0,3318,13,0,0,3886,3
32160,0,1130,6,250,1,3883,5
126873,0,95598,32,500,1,3880,1
8000,0,2250,11,0,0,3879,5
194906,0,23780,14,200,1,3880,3
85751,0,26842,14,0,0,3711,3
15676,0,0,0,0,0,3178,5
55064,0,8041,13,0,0,3329,3
40675,0,1413,9,0,0,2895,5
7843,0,600,2,600,2,3557,5
56896,0,34019,15,0,0,3696,3
91935,0,17550,18,0,0,4216,3
50496,0,13287,26,0,0,4610,3
19896,2395,9866,11,0,0,4602,4
156853,0,37625,14,0,0,4510,3
65533,0,7595,10,0,0,4544,4
223670,0,32709,13,2227,4,4230,1
91813,0,8690,11,2000,4,3911,3
12207,0,0,0,0,0,4565,5
26421,0,1250,3,0,0,4593,4
16176,0,0,0,0,0,4170,5
44754,0,0,0,0,0,3648,5
23827,0,8125,37,1000,2,4616,3
93743,0,1210,7,650,5,4676,4
4787,0,3125,8,500,1,4734,4
179472,0,11289,15,0,0,4708,3
73639,0,4709,10,2709,9,4341,4
76077,0,500,4,0,0,4616,4
66456,0,3500,4,1000,2,4679,4
14273,0,0,0,0,0,4341,5
134346,0,100210,18,0,0,4485,1
37693,0,30546,7,0,0,4671,4
11961,0,11961,10,0,0,4646,4
63311,0,90181,34,950,6,4604,1
20678,0,2155,8,0,0,3862,5
5316,0,1134,4,0,0,4610,4
86511,0,5000,6,2000,4,4625,4
133831,0,100,1,100,1,4588,4
30306,0,2500,1,0,0,4309,5
95925,0,7337,22,350,2,4625,3
35080,3867,0,0,0,0,4562,5
14304,0,0,0,0,0,4600,5
115385,0,5890,15,1250,7,4546,3
66411,1000,34826,19,3001,9,4211,3
6978,0,610,3,0,0,4349,5
39909,0,2682,14,0,0,4470,4
8767,0,6589,8,3892,6,4394,4
25544,0,3271,7,0,0,4580,4
166417,0,28607,11,0,0,4357,3
69555,0,21957,16,250,1,4390,3
2344,0,1478,10,0,0,4481,4
8780,0,2750,15,0,0,4237,3
111064,0,12700,7,2700,6,4547,4
44654,0,48874,16,0,0,4530,3
32678,0,0,0,0,0,4481,5
327126,1452,97997,25,350,3,4440,1
76387,0,3588,7,0,0,4442,4
268097,0,26933,25,0,0,4105,1
52195,0,35847,13,0,0,4476,3
137778,0,19557,18,0,0,4599,3
354807,0,6000,12,3500,11,4597,2
3056,0,1200,3,0,0,4363,5
101901,0,17898,22,100,1,4433,3
34182,0,0,0,0,0,3967,5
7371,0,1375,4,0,0,4505,4
178733,0,26465,22,1800,4,4537,3
87553,0,15681,14,0,0,4547,3
14614,0,2275,3,0,0,4567,4
91259,0,60609,12,0,0,4531,3
23997,0,250,2,250,2,4204,5
37202,0,15000,4,0,0,4511,4
53232,888,80696,65,22100,45,3831,2
54594,0,14402,14,0,0,4233,3
57474,0,5535,7,0,0,4364,4
20111,0,5653,12,0,0,4468,4
45950,0,38921,22,750,2,4302,3
67948,0,2750,5,650,3,4226,4
216498,0,43083,24,2500,5,4440,1
100649,0,4000,3,500,1,4457,4
52713,0,16273,13,100,1,4449,3
186892,0,63444,13,500,1,3732,1
11690,0,17615,17,0,0,4417,3
144697,0,2000,1,0,0,4420,4
75179,0,1015,2,0,0,4118,5
19850,0,500,1,500,1,4376,5
96154,0,7052,15,0,0,4433,3
55778,0,6500,12,500,1,3704,3
36227,0,7230,14,0,0,3736,3
93848,0,1600,4,1500,3,4475,4
41153,0,28686,15,0,0,4404,3
20789,0,0,0,0,0,4279,5
121992,6057,3200,4,600,2,4257,5
37911,0,2250,11,0,0,4385,4
233656,0,41941,14,500,1,4266,1
41133,0,635,3,0,0,4419,5
60864,0,23364,19,50,1,4436,3
90526,0,2000,9,0,0,4488,4
15148,0,15148,3,0,0,269,5
5393,0,0,0,0,0,4517,5
434,0,15530,5,0,0,3628,5
81055,0,14344,14,0,0,4610,3
31360,0,821,7,0,0,4488,4
156885,0,38601,19,0,0,4534,3
4148,0,13504,18,0,0,4607,3
63820,0,13981,15,0,0,4608,3
379744,2081,19191,17,1850,11,4608,1
76659,0,0,0,0,0,4608,4
40724,0,29481,14,0,0,4007,3
146173,0,13871,17,0,0,4414,3
26055,0,647,9,0,0,4464,4
68,0,590,1,0,0,3937,5
50001,0,4853,12,0,0,4023,4
122506,0,21022,13,0,0,4408,3
126886,0,9120,17,0,0,4044,3
42342,0,11408,23,11408,23,4331,2
58898,0,23050,15,50,1,4328,3
45735,0,10085,3,0,0,4239,5
77225,0,30646,15,0,0,4282,3
59874,0,0,0,0,0,3986,5
30868,0,405,3,0,0,4226,5
34257,0,2010,4,0,0,4309,5
42639,0,7366,12,0,0,4181,4
771,0,40256,4,0,0,4203,4
89708,0,8000,4,0,0,3173,5
75892,0,8738,15,0,0,4160,3
140918,0,69760,32,0,0,3883,1
475338,0,39680,22,700,4,3355,1
14426,0,0,0,0,0,4096,5
29559,0,28969,16,0,0,4236,3
113113,0,10736,13,0,0,4307,3
73027,0,34002,19,0,0,4063,3
17386,0,0,0,0,0,3771,5
9310,0,500,1,500,1,4272,5
11023,0,0,0,0,0,4328,5
55406,0,38118,18,500,1,4310,3
47638,0,0,0,0,0,3739,5
30040,0,8636,8,500,1,3873,5
24787,0,1000,1,0,0,3930,5
40758,0,3500,4,1000,2,4299,5
726,0,0,0,0,0,4268,5
40686,0,260,2,0,0,4177,5
16626,0,2500,13,0,0,4329,4
18944,0,300,3,300,3,3932,5
114949,0,87136,24,600,2,4294,1
32522,0,5971,4,471,2,4042,5
86533,0,3700,4,700,2,3600,5
166470,0,9574,16,0,0,4194,3
10797,0,0,0,0,0,3581,5
131618,0,46473,16,0,0,4274,3
77523,1112,11050,5,1000,2,4274,4
47905,0,14575,16,2000,4,4245,3
28695,0,0,0,0,0,4173,5
15253,0,5427,8,0,0,4373,4
193818,0,16327,13,0,0,3768,3
30556,0,950,5,550,3,4361,4
22678,0,2125,7,0,0,4068,5
89430,0,24314,18,0,0,1547,3
26522,0,18479,13,0,0,4358,3
59913,0,2210,5,150,1,3481,5
16516,0,500,1,0,0,4275,5
49050,0,18436,16,0,0,2426,3
27981,0,63004,17,0,0,2921,3
4939,0,1000,1,0,0,2515,5
26077,0,6768,4,0,0,3487,5
110893,0,4653,6,0,0,3645,5
56455,0,6000,3,0,0,4218,5
32699,0,1500,2,500,1,3167,5
109790,0,16108,4,0,0,3123,5
166681,0,107645,25,0,0,3287,1
145233,0,9366,5,4866,3,2626,5
1054,0,15147,3,0,0,3133,5
27532,0,4639,13,0,0,3939,3
62464,0,5675,16,500,1,3820,3
4041,0,0,0,0,0,3344,5
28138,0,6330,29,0,0,3847,3
33010,0,0,0,0,0,3915,5
45687,0,45,2,0,0,2269,5
12981,0,0,0,0,0,4246,5
168246,1514,4600,4,100,2,4103,5
75505,0,30850,17,500,1,4007,3
55591,0,8817,13,0,0,3693,3
37358,0,50488,19,0,0,3967,3
33803,0,6100,34,0,0,4079,3
2500,0,2500,1,0,0,3717,5
140527,0,3500,14,0,0,4023,3
5360,0,0,0,0,0,4392,5
124430,0,15523,17,1200,8,4054,3
240007,0,46771,14,0,0,4048,1
245021,0,13639,15,180,1,3984,3
53518,0,73933,30,400,1,3930,1
122545,0,269,4,250,1,3834,5
192889,0,10500,5,0,0,4096,4
227776,0,47286,19,2276,5,3980,1
37833,0,48172,15,500,1,3551,3
48256,0,9690,2,0,0,3979,5
99704,2704,15750,12,0,0,4106,3
394999,0,4150,5,150,3,3599,4
82497,0,0,0,0,0,3565,5
15326,7663,0,0,0,0,4140,5
32619,0,1070,7,0,0,3846,5
57017,0,2495,11,0,0,3854,5
252741,0,29296,19,635,3,4189,1
49375,0,23628,14,0,0,3797,3
25341,0,38,4,0,0,3995,5
45150,0,18907,13,0,0,4141,3
187462,0,10500,5,500,4,3953,4
19132,0,9124,17,0,0,3915,3
196967,0,38490,37,9550,20,4008,2
13040,0,500,1,0,0,3972,5
184301,0,6454,13,3954,12,4010,2
36294,0,0,0,0,0,3956,5
89840,0,7048,14,0,0,3819,3
6914,0,1500,1,0,0,3915,5
28493,0,21845,22,300,1,3932,3
111793,0,500,1,0,0,4057,5
18700,0,870,2,0,0,3995,5
53957,0,7000,4,500,1,4133,5
135770,0,4700,5,200,3,4215,4
189784,0,35464,18,2197,4,4190,1
60076,0,45582,9,0,0,3935,3
3522,0,3522,4,0,0,3916,5
36736,0,0,0,0,0,4134,5
100634,0,69669,28,1540,12,4193,1
88918,0,5537,14,0,0,4180,3
245045,0,25039,16,500,1,4173,3
37948,0,19213,43,0,0,3914,3
81552,0,7703,8,0,0,3855,5
118067,0,8715,12,0,0,3718,3
268314,0,29968,14,500,1,3869,1
135488,0,57787,16,0,0,4117,1
68243,0,10012,22,903,3,3888,3
56693,3953,20454,11,0,0,3893,5
194875,0,7550,6,1050,3,3831,4
206155,0,28447,17,0,0,3848,3
35425,0,4125,19,0,0,3834,3
161579,0,7688,21,5688,20,3811,2
11314,1000,741,4,0,0,3845,5
119531,0,60503,43,250,1,4002,1
48433,0,4300,5,800,3,3673,5
10872,0,4500,27,0,0,3882,3
109268,0,7401,17,750,1,4034,3
105160,0,20458,21,0,0,3732,3
90919,0,44430,17,0,0,3739,3
50230,0,4149,9,800,4,3727,5
74538,0,18835,21,0,0,2726,3
4606,0,4320,6,0,0,3501,5
61617,0,23495,13,0,0,3972,3
15275,0,75,2,0,0,2761,5
112891,0,500,1,500,1,3909,5
41176,0,7624,7,2624,4,3729,5
