"Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","AirlineCluster"
50,0,50,1,50,1,5073,5
97416,0,63679,29,0,0,5093,3
127768,0,65264,21,250,1,5064,3
139882,0,47089,15,0,0,4859,3
10740,0,0,0,0,0,4926,5
57330,0,380,3,0,0,4986,5
33560,0,2600,14,0,0,4604,1
53210,0,11422,10,0,0,4993,4
9795,0,0,0,0,0,4960,5
16984,0,10334,15,0,0,4884,1
46349,0,33923,20,1100,2,4856,4
118079,0,43298,16,500,1,4867,3
29632,0,0,0,0,0,4898,5
164307,0,21704,14,0,0,4023,3
13490,0,0,0,0,0,4870,5
36296,0,5780,6,0,0,4600,5
190429,6168,27500,11,1500,3,4974,2
120447,0,53804,15,350,1,4840,3
35094,0,4000,11,0,0,4944,1
208804,0,56204,31,500,1,4429,3
30662,0,0,0,0,0,4996,5
157452,0,45312,18,0,0,4471,3
24266,0,2375,12,0,0,4111,4
49991,0,44146,27,2510,4,4803,2
42275,925,4100,6,1600,5,4712,2
59162,0,2520,7,0,0,4726,5
109625,0,63372,19,500,1,5056,3
30486,0,0,0,0,0,5051,5
240904,2288,63385,22,350,1,5045,2
266776,0,8370,30,6520,28,5042,2
20818,0,15214,4,0,0,5036,5
106509,0,1113,7,0,0,5036,1
65982,0,1750,4,750,3,5030,5
9002,0,1586,9,0,0,4933,1
16088,0,17872,15,0,0,4563,1
10079,0,569,8,0,0,4651,5
48863,0,71013,18,1050,3,4925,3
137402,0,950,6,200,3,4685,5
71076,1000,10000,1,0,0,4820,2
20630,0,2045,4,0,0,4643,5
119180,1467,9275,20,1300,6,4657,2
54116,1846,34997,14,0,0,4848,2
36665,0,1625,6,0,0,4747,5
507371,0,51765,18,450,1,4770,3
48721,0,18781,12,300,3,4672,1
391222,0,27471,20,1600,7,4905,2
88668,0,9889,15,100,1,4903,1
46074,0,2193,11,0,0,4419,1
1923,0,1170,2,0,0,4615,5
46030,0,4375,27,0,0,4566,4
31236,0,2250,13,0,0,4523,1
18351,0,0,0,0,0,4744,5
4779,0,600,2,0,0,4926,5
124775,1704,11564,8,700,2,4847,2
66923,0,17139,12,0,0,4875,1
24008,0,540,3,0,0,4901,5
118415,2329,4475,10,100,1,4545,2
2793,0,8000,3,0,0,4588,5
70464,0,4000,4,1000,2,4889,5
71930,0,32774,13,500,1,4300,4
126484,0,5942,13,3192,11,4758,2
39503,0,16671,18,2339,2,4884,2
7291,0,0,0,0,0,4104,5
4838,0,23592,16,500,1,5024,1
73811,0,25394,14,1000,2,5021,1
156219,0,55874,24,0,0,5015,3
114376,0,33949,15,0,0,5009,3
23965,0,7308,16,550,3,5003,1
45766,0,4550,11,1300,7,5002,5
57857,1099,62650,37,12400,29,4996,2
19998,0,4309,13,0,0,4995,1
29506,0,4826,16,500,2,4993,1
6020,1505,0,0,0,0,4986,2
27989,0,25369,16,2729,2,4981,2
21933,0,27166,15,550,1,4974,1
58758,0,6500,38,0,0,4974,4
86069,0,35282,21,0,0,4972,3
8350,0,2125,10,0,0,4967,1
26862,0,15510,15,0,0,4965,1
133853,0,68136,14,0,0,4960,3
72623,0,0,0,0,0,4957,5
36887,0,9048,11,0,0,4951,4
49737,0,60922,22,550,2,4946,3
53869,0,6750,26,0,0,4940,4
5264,0,0,0,0,0,4496,5
132132,6920,20443,18,1310,4,3916,2
319241,0,71867,36,0,0,4692,3
333346,2139,52013,31,4309,12,4469,2
22459,0,104,2,0,0,4215,5
65021,0,10369,12,0,0,3547,4
44205,0,28340,13,0,0,3676,4
18433,0,3174,9,0,0,3930,5
6341,0,3658,12,0,0,3706,4
3641,0,1164,3,0,0,3603,5
39207,0,965,3,0,0,3757,5
63362,0,16331,15,350,1,3544,4
220267,0,8500,4,0,0,4716,5
329,0,23492,14,0,0,4868,4
22424,0,648,2,0,0,3951,5
36805,0,13018,16,0,0,3799,4
63437,0,7160,15,0,0,4595,1
8962,4481,0,0,0,0,4198,2
7922,0,0,0,0,0,4491,5
113731,0,1700,5,700,4,4482,5
12612,0,0,0,0,0,4170,5
45916,0,675,6,500,2,2818,5
51324,0,20533,14,0,0,4408,4
412,0,13000,1,0,0,4761,5
8103,0,2750,15,0,0,4776,1
91237,0,78864,26,0,0,4321,3
17388,0,0,0,0,0,4232,5
52046,0,1058,8,683,7,3456,5
50015,0,20839,16,50,1,4497,4
45340,0,14063,16,500,1,4660,4
200963,0,6164,4,150,1,4782,5
85884,0,7742,9,0,0,4692,1
4236,0,3000,7,0,0,4148,5
55843,0,6000,3,0,0,4341,5
43000,0,1273,4,173,1,4646,5
5573,0,1958,17,0,0,3714,4
2080,0,0,0,0,0,4635,5
43686,0,4039,12,0,0,4328,1
11001,0,255,5,0,0,4315,5
10146,0,26633,12,0,0,4509,4
35062,0,16237,26,0,0,4152,4
11866,0,6139,9,0,0,4667,5
41048,0,1195,3,0,0,4856,5
25004,0,1113,3,0,0,4860,5
194074,1448,12500,6,0,0,4701,2
65952,0,34770,14,0,0,4827,4
265532,0,4652,13,0,0,4849,3
61286,0,1500,5,0,0,4755,5
118177,0,20910,18,402,1,4811,4
183370,0,30988,14,12988,9,4848,2
98608,0,969,12,0,0,4663,1
22529,0,5115,20,3400,16,4865,2
2502,0,15500,4,500,1,4761,5
123430,0,49987,17,0,0,4798,3
36219,0,4044,10,0,0,4595,5
61405,250,32316,20,1350,8,4828,2
3789,0,181,3,0,0,4756,5
16065,0,0,0,0,0,4456,5
404142,0,75509,13,0,0,4784,3
28733,0,0,0,0,0,4650,5
26965,0,7346,13,0,0,4653,1
278437,0,50888,26,0,0,4744,3
5074,0,500,1,0,0,4730,5
43338,0,1000,4,1000,4,4275,5
23551,0,2375,12,0,0,4663,1
32015,0,6000,6,0,0,4574,5
65435,0,1000,2,500,1,4786,5
39079,0,3070,5,0,0,4750,5
108616,0,36476,13,0,0,4644,3
80154,0,47270,14,0,0,4352,3
25563,0,303,8,0,0,3511,5
18007,0,33237,15,0,0,4665,4
51752,0,25962,20,0,0,4631,4
21540,0,1188,9,0,0,4791,5
233057,0,102840,11,0,0,4791,3
196079,0,56890,21,0,0,4791,3
276607,0,11430,14,6430,11,4791,2
20681,0,0,0,0,0,4939,5
155278,0,27200,16,0,0,4926,3
194949,0,10121,13,4621,10,4930,2
307260,783,40533,24,250,1,4791,3
105588,0,22973,3,0,0,4805,1
41366,0,27148,15,0,0,4806,4
59445,0,5500,21,500,2,4843,1
130920,2643,30299,20,1100,6,4793,2
49777,2360,12241,12,0,0,4777,2
58778,0,28325,13,0,0,4919,4
38224,0,2587,10,0,0,4824,5
93700,0,58745,14,0,0,4827,3
533120,0,120983,18,0,0,4827,3
34941,0,23718,16,0,0,4755,4
115197,0,17638,24,0,0,4820,4
31230,0,815,5,815,5,4931,5
98604,0,17490,15,0,0,4919,1
385195,0,0,0,0,0,4903,3
136104,0,68988,51,2069,8,4916,3
23984,0,2737,14,0,0,4905,1
169947,0,48140,21,0,0,4895,3
71264,0,94161,17,1000,2,4903,3
71610,0,20918,14,0,0,4895,1
151152,0,13635,21,1100,1,4895,4
164178,2364,35314,23,1100,3,4883,2
18601,0,100,1,0,0,4888,5
49331,0,23572,12,100,1,4888,1
43326,0,4164,12,0,0,4881,1
12112,0,0,0,0,0,4882,5
98343,0,31961,16,0,0,4971,3
83006,0,45167,13,0,0,4906,3
110980,0,12900,8,950,4,4853,5
78032,0,24046,23,0,0,4862,4
176262,0,12678,8,150,1,4862,5
239576,0,13301,12,0,0,4849,3
642756,0,37889,15,1000,2,4841,3
41370,0,51335,9,0,0,4842,4
92905,0,1766,10,0,0,4827,1
7430,0,10500,5,0,0,4791,5
68390,0,3450,3,950,2,4754,5
18366,0,1100,3,1100,3,4783,5
197673,0,48932,15,0,0,4775,3
11789,0,28756,20,900,2,4775,4
213539,0,2750,15,0,0,4751,3
13310,0,0,0,0,0,4755,5
207395,0,55903,17,500,1,4761,3
25688,2396,3103,10,0,0,4754,2
259582,0,3833,21,1762,9,4638,2
288379,0,15942,8,1442,5,4741,2
3580,0,130,3,0,0,4730,5
84305,0,78931,15,0,0,4734,3
4780,0,0,0,0,0,4733,5
88192,0,47848,22,500,1,4784,3
105665,0,31226,13,0,0,4727,3
24756,0,7720,26,500,2,4723,4
51304,1362,11611,40,10075,36,4708,2
12404,0,1950,7,1200,4,4701,5
80988,0,4413,5,0,0,4707,5
5617,0,4400,4,400,1,4706,5
68023,0,119512,33,500,1,4702,3
108100,0,45113,17,1000,2,4699,3
17470,0,4100,9,2500,5,4691,2
138332,0,67836,17,0,0,4692,3
4087,0,500,4,0,0,4684,5
40264,0,19137,13,0,0,4684,4
13290,0,3175,5,0,0,4679,5
130761,0,52423,15,0,0,4674,3
14371,0,28723,13,0,0,4671,4
25322,0,23821,16,0,0,4673,4
55356,0,23871,15,0,0,4660,4
134501,0,59855,32,1193,2,4663,3
63311,0,29318,11,0,0,4667,4
90307,0,3150,3,650,2,4664,5
2198,0,16070,12,0,0,4658,4
43749,5583,9557,5,0,0,4664,2
7730,0,375,3,0,0,4659,5
16171,0,2875,16,0,0,4656,1
192108,1000,10200,3,200,2,4656,2
35895,0,15720,11,0,0,4649,4
46578,0,8322,12,0,0,4645,1
54309,0,6772,7,250,1,4698,5
45613,0,29117,16,350,1,4625,1
297127,0,27415,16,0,0,4631,3
93148,0,7776,18,0,0,4631,1
27905,0,3794,11,0,0,4628,1
139983,0,17289,24,100,2,4629,4
188703,0,62973,53,500,1,4625,3
19479,0,2250,4,0,0,4625,5
63635,0,5175,31,50,1,4622,4
77203,0,66817,16,0,0,4646,3
19020,0,330,3,0,0,4614,5
61172,0,6875,10,0,0,4609,1
7342,0,0,0,0,0,4604,5
62076,0,11221,15,1050,2,4603,1
13046,0,0,0,0,0,4597,5
11527,0,16874,27,3880,6,4583,2
77814,0,43914,17,0,0,4587,4
75303,0,74990,15,0,0,4598,3
7545,0,616,6,0,0,4587,5
26972,0,0,0,0,0,4587,5
184805,0,52755,22,0,0,4726,3
93971,0,62023,22,450,3,4580,3
66328,0,40522,14,0,0,4575,4
51745,0,41377,14,0,0,4606,4
64341,0,63621,13,0,0,4568,3
49708,0,0,0,0,0,4560,5
46926,0,27889,15,0,0,4554,4
199418,1000,25590,39,3199,9,4548,2
9126,0,1202,13,350,1,4554,5
95109,0,26149,8,0,0,4593,1
65706,0,21958,17,0,0,4534,4
9862,0,31280,15,0,0,4545,4
253349,0,68947,18,1000,2,4545,3
25541,0,660,3,0,0,4520,5
5580,0,60,2,0,0,4533,5
37514,0,35874,31,500,1,4537,3
67083,0,4600,4,500,1,4532,5
92646,0,27177,16,0,0,4523,4
21110,0,3402,12,0,0,4516,1
102570,0,70503,20,0,0,4524,3
15876,0,0,0,0,0,4512,5
8957,0,0,0,0,0,4509,5
5375,0,2000,9,0,0,4509,5
109114,0,31956,27,0,0,4512,4
23432,0,1162,10,0,0,4510,5
111384,0,26669,14,0,0,4505,3
69880,0,4635,5,0,0,4552,5
11289,0,1500,5,0,0,4492,5
119676,500,550,4,550,4,4485,5
21847,0,929,4,903,3,4491,5
40808,0,38612,27,400,2,4490,3
47509,0,21210,10,1000,2,4490,1
20248,0,18507,37,1700,5,4488,2
3441,0,1643,6,0,0,4484,5
35216,0,9959,14,0,0,4481,4
63036,0,9006,14,0,0,4475,1
20844,0,20844,10,0,0,4474,4
42420,0,1000,1,0,0,4461,5
36254,0,7232,7,0,0,4453,5
22412,0,11654,12,0,0,4460,4
11512,0,3667,14,0,0,4460,1
1703,0,1230,4,0,0,4390,5
51471,0,15505,32,412,1,4450,4
70518,0,2000,3,1000,2,4450,5
431824,0,30480,16,500,1,4443,3
25577,0,33420,18,0,0,4432,4
17111,0,13577,10,0,0,4434,4
99336,0,14195,14,500,1,4453,1
67612,0,0,0,0,0,4442,5
38918,0,6505,29,618,2,4442,4
72812,0,16930,17,50,1,4442,4
134937,0,500,1,0,0,4427,5
121688,0,31631,15,0,0,4420,3
162410,0,20203,17,0,0,4420,3
59821,500,4200,4,200,2,4419,2
96053,0,2200,6,2200,6,4391,2
171946,0,19198,28,0,0,4397,4
15737,0,220,3,0,0,4404,5
77814,0,14786,11,0,0,4394,1
53768,0,4798,16,450,1,4387,1
245731,0,34322,35,0,0,4385,4
87366,0,18012,16,0,0,4380,4
56461,0,40190,14,0,0,4359,4
46855,0,8845,17,0,0,4379,1
53027,0,0,0,0,0,4585,5
96610,0,66298,22,0,0,4362,3
61450,0,7927,10,0,0,4383,1
18538,0,2200,3,0,0,4344,5
28319,0,18449,13,0,0,4392,4
107360,0,15641,15,0,0,4423,1
32510,0,14568,13,0,0,4341,4
9753,0,1235,3,0,0,4343,5
13033,0,1625,6,0,0,4334,5
17609,0,803,5,803,5,4317,5
104052,0,6016,12,0,0,4331,1
13878,0,0,0,0,0,4317,5
7254,0,0,0,0,0,4323,5
12560,0,1282,6,1282,6,4324,5
94938,0,12999,21,0,0,4310,4
86143,0,29652,11,500,1,4317,4
138512,0,30130,15,50,1,4313,3
66875,0,3206,17,0,0,4308,1
96026,0,25670,19,0,0,4310,4
31572,0,0,0,0,0,4299,5
11834,0,0,0,0,0,4306,5
23552,0,36165,11,0,0,4300,4
66052,0,8380,8,0,0,4301,5
55639,0,2750,15,0,0,4299,1
68226,0,3147,8,200,2,4299,5
37953,0,62571,28,0,0,4282,3
17810,0,1375,4,0,0,4294,5
21915,0,7000,33,0,0,4289,4
32563,0,4200,3,200,1,4282,5
49479,0,5500,24,100,1,4282,4
23854,0,22498,18,250,3,4274,4
60049,0,0,0,0,0,4278,5
75112,0,35532,14,500,1,4271,4
19787,0,2016,9,500,1,4258,5
30664,0,21242,22,700,5,4268,1
91716,0,6978,12,0,0,4267,1
219174,0,4500,5,2000,4,4265,2
16495,0,18779,11,0,0,4261,4
25963,0,8183,25,0,0,4244,4
1701,0,10,1,0,0,4260,5
73852,0,0,0,0,0,4252,5
12791,0,0,0,0,0,4246,5
39020,0,1295,4,0,0,4246,5
1076,0,11379,8,0,0,4233,4
34443,1440,2125,10,0,0,4233,2
4735,0,275,2,0,0,4257,5
41279,967,3664,4,3164,3,4233,2
4708,0,1000,1,0,0,4232,5
63090,0,12059,20,350,3,4231,1
156544,0,46593,13,0,0,4225,3
12239,0,2912,5,0,0,4226,5
101464,0,14610,13,0,0,4223,1
55147,0,29219,13,0,0,4225,4
59424,0,36600,23,1000,3,4211,4
52084,0,4836,7,0,0,4222,5
368535,0,146201,21,2600,6,4210,3
116288,0,65073,18,0,0,4209,3
114508,0,29960,22,1250,8,4226,2
456509,0,500,1,500,1,4201,3
19634,0,0,0,0,0,4198,5
56258,0,38591,23,500,1,4197,4
102373,0,67212,33,6600,14,4190,2
20426,0,3993,7,3493,6,4194,2
13034,0,60000,6,0,0,4169,4
22455,0,38814,17,0,0,4175,4
11604,0,95,2,0,0,4177,5
72510,0,31469,12,0,0,4169,4
33383,0,0,0,0,0,4163,5
181200,0,7514,21,0,0,4159,3
17500,0,17500,2,0,0,4167,5
22751,0,4500,9,4500,9,4166,2
12465,0,380,3,0,0,4162,5
6316,0,0,0,0,0,4149,5
66860,0,12667,20,980,5,4155,1
975,0,350,3,0,0,4519,5
197973,0,72345,14,1029,2,4155,3
50909,0,14830,18,0,0,4135,4
79500,0,21489,15,0,0,4146,4
15875,0,24918,12,0,0,4141,4
159109,0,19554,24,1557,6,4138,2
12906,0,0,0,0,0,4124,5
14155,0,3250,19,0,0,4134,4
576,0,12082,14,0,0,4128,4
48896,0,4081,12,3397,10,4139,2
27669,0,3375,20,0,0,4127,4
21708,0,12811,13,0,0,4100,4
10643,0,40585,14,850,2,4107,4
264685,0,57505,16,0,0,4112,3
35433,0,1600,3,0,0,4113,5
162369,0,41359,15,500,1,4113,3
6206,0,375,3,0,0,4107,5
226941,1000,44771,17,0,0,4099,2
94544,0,111827,8,350,1,4105,3
128302,0,132263,32,400,2,4103,3
3664,0,0,0,0,0,4089,5
56017,0,3905,6,1668,1,4086,5
40835,0,50602,39,2250,10,4090,2
24496,0,4000,3,500,1,4086,5
36033,0,36033,13,0,0,4079,4
12766,0,1900,4,400,2,4072,5
147596,0,19175,19,16675,18,4076,2
16489,0,4851,27,0,0,4064,4
84516,0,22713,15,0,0,4063,4
74147,0,8315,16,50,1,4064,1
24887,0,0,0,0,0,4047,5
56954,0,29409,32,0,0,4051,4
8647,0,0,0,0,0,4036,5
37114,0,21623,12,0,0,4040,4
50715,0,39211,13,0,0,4051,4
149305,0,49893,19,0,0,4030,3
225665,0,4288,15,500,1,4048,3
20534,0,589,7,0,0,4021,5
3962,0,292,8,0,0,4027,5
5112,0,0,0,0,0,4020,5
67358,0,67027,34,500,1,4379,3
11925,0,400,4,400,4,4015,5
30300,0,2160,7,0,0,4002,5
39139,0,710,4,0,0,3967,5
52440,0,500,1,0,0,4026,5
23329,0,6326,3,0,0,4008,5
10679,0,13363,12,0,0,4001,4
53487,0,0,0,0,0,3991,5
355423,5009,20500,20,100,1,3963,2
9052,0,280,2,0,0,3987,5
129972,0,15081,18,500,1,3986,1
283670,0,39260,39,200,1,3972,4
189054,0,17900,25,7400,23,3985,2
150312,0,1000,1,0,0,3967,5
33517,0,1250,2,250,1,3978,5
97750,0,12616,16,600,2,4074,1
59035,0,245,4,0,0,3960,5
132335,0,30273,14,0,0,3974,3
82981,0,105325,44,1000,2,3964,3
52139,0,16314,14,250,1,3965,4
123313,0,31595,15,0,0,3959,3
131755,909,37299,16,0,0,3952,2
46440,0,5582,24,0,0,3952,4
58970,0,13467,18,0,0,3946,4
152367,0,43406,24,700,3,3938,3
80534,0,20715,17,0,0,3949,4
12184,0,1160,3,0,0,3939,5
10355,0,6510,10,0,0,3918,5
39947,0,1750,7,0,0,3922,5
3082,0,0,0,0,0,3923,5
37563,0,8142,14,0,0,3925,4
145868,0,61068,18,10042,4,3925,2
14231,0,4950,24,1700,5,3917,2
87282,0,13480,10,0,0,3911,1
11355,0,135,3,0,0,3916,5
197239,0,53412,25,250,2,3914,3
50586,0,0,0,0,0,3902,5
54388,0,27516,14,0,0,3903,4
30546,0,11304,14,0,0,3900,4
24407,0,923,10,0,0,3910,4
640169,0,82561,36,400,2,3895,3
56213,0,3207,14,350,1,3900,1
21944,0,29461,13,0,0,3900,4
76552,0,150010,36,0,0,3894,3
37244,0,38220,18,0,0,3890,4
38439,0,3318,13,0,0,3886,4
32160,0,1130,6,250,1,3883,5
126873,0,95598,32,500,1,3880,3
8000,0,2250,11,0,0,3879,4
194906,0,23780,14,200,1,3880,3
85751,0,26842,14,0,0,3711,4
15676,0,0,0,0,0,3178,5
55064,0,8041,13,0,0,3329,4
40675,0,1413,9,0,0,2895,5
7843,0,600,2,600,2,3557,5
56896,0,34019,15,0,0,3696,4
91935,0,17550,18,0,0,4216,4
50496,0,13287,26,0,0,4610,4
19896,2395,9866,11,0,0,4602,2
156853,0,37625,14,0,0,4510,3
65533,0,7595,10,0,0,4544,1
223670,0,32709,13,2227,4,4230,2
91813,0,8690,11,2000,4,3911,2
12207,0,0,0,0,0,4565,5
26421,0,1250,3,0,0,4593,5
16176,0,0,0,0,0,4170,5
44754,0,0,0,0,0,3648,5
23827,0,8125,37,1000,2,4616,4
93743,0,1210,7,650,5,4676,5
4787,0,3125,8,500,1,4734,5
179472,0,11289,15,0,0,4708,3
73639,0,4709,10,2709,9,4341,2
76077,0,500,4,0,0,4616,5
66456,0,3500,4,1000,2,4679,5
14273,0,0,0,0,0,4341,5
134346,0,100210,18,0,0,4485,3
37693,0,30546,7,0,0,4671,1
11961,0,11961,10,0,0,4646,4
63311,0,90181,34,950,6,4604,3
20678,0,2155,8,0,0,3862,5
5316,0,1134,4,0,0,4610,5
86511,0,5000,6,2000,4,4625,5
133831,0,100,1,100,1,4588,5
30306,0,2500,1,0,0,4309,5
95925,0,7337,22,350,2,4625,1
35080,3867,0,0,0,0,4562,2
14304,0,0,0,0,0,4600,5
115385,0,5890,15,1250,7,4546,2
66411,1000,34826,19,3001,9,4211,2
6978,0,610,3,0,0,4349,5
39909,0,2682,14,0,0,4470,1
8767,0,6589,8,3892,6,4394,2
25544,0,3271,7,0,0,4580,5
166417,0,28607,11,0,0,4357,3
69555,0,21957,16,250,1,4390,4
2344,0,1478,10,0,0,4481,5
8780,0,2750,15,0,0,4237,1
111064,0,12700,7,2700,6,4547,2
44654,0,48874,16,0,0,4530,4
32678,0,0,0,0,0,4481,5
327126,1452,97997,25,350,3,4440,2
76387,0,3588,7,0,0,4442,5
268097,0,26933,25,0,0,4105,3
52195,0,35847,13,0,0,4476,4
137778,0,19557,18,0,0,4599,3
354807,0,6000,12,3500,11,4597,2
3056,0,1200,3,0,0,4363,5
101901,0,17898,22,100,1,4433,4
34182,0,0,0,0,0,3967,5
7371,0,1375,4,0,0,4505,5
178733,0,26465,22,1800,4,4537,2
87553,0,15681,14,0,0,4547,1
14614,0,2275,3,0,0,4567,5
91259,0,60609,12,0,0,4531,3
23997,0,250,2,250,2,4204,5
37202,0,15000,4,0,0,4511,5
53232,888,80696,65,22100,45,3831,2
54594,0,14402,14,0,0,4233,4
57474,0,5535,7,0,0,4364,5
20111,0,5653,12,0,0,4468,1
45950,0,38921,22,750,2,4302,4
67948,0,2750,5,650,3,4226,5
216498,0,43083,24,2500,5,4440,2
100649,0,4000,3,500,1,4457,5
52713,0,16273,13,100,1,4449,4
186892,0,63444,13,500,1,3732,3
11690,0,17615,17,0,0,4417,1
144697,0,2000,1,0,0,4420,5
75179,0,1015,2,0,0,4118,5
19850,0,500,1,500,1,4376,5
96154,0,7052,15,0,0,4433,1
55778,0,6500,12,500,1,3704,4
36227,0,7230,14,0,0,3736,4
93848,0,1600,4,1500,3,4475,5
41153,0,28686,15,0,0,4404,4
20789,0,0,0,0,0,4279,5
121992,6057,3200,4,600,2,4257,2
37911,0,2250,11,0,0,4385,1
233656,0,41941,14,500,1,4266,3
41133,0,635,3,0,0,4419,5
60864,0,23364,19,50,1,4436,4
90526,0,2000,9,0,0,4488,1
15148,0,15148,3,0,0,269,5
5393,0,0,0,0,0,4517,5
434,0,15530,5,0,0,3628,5
81055,0,14344,14,0,0,4610,1
31360,0,821,7,0,0,4488,5
156885,0,38601,19,0,0,4534,3
4148,0,13504,18,0,0,4607,1
63820,0,13981,15,0,0,4608,4
379744,2081,19191,17,1850,11,4608,2
76659,0,0,0,0,0,4608,5
40724,0,29481,14,0,0,4007,4
146173,0,13871,17,0,0,4414,3
26055,0,647,9,0,0,4464,5
68,0,590,1,0,0,3937,5
50001,0,4853,12,0,0,4023,1
122506,0,21022,13,0,0,4408,1
126886,0,9120,17,0,0,4044,1
42342,0,11408,23,11408,23,4331,2
58898,0,23050,15,50,1,4328,4
45735,0,10085,3,0,0,4239,5
77225,0,30646,15,0,0,4282,4
59874,0,0,0,0,0,3986,5
30868,0,405,3,0,0,4226,5
34257,0,2010,4,0,0,4309,5
42639,0,7366,12,0,0,4181,1
771,0,40256,4,0,0,4203,4
89708,0,8000,4,0,0,3173,5
75892,0,8738,15,0,0,4160,1
140918,0,69760,32,0,0,3883,3
475338,0,39680,22,700,4,3355,3
14426,0,0,0,0,0,4096,5
29559,0,28969,16,0,0,4236,4
113113,0,10736,13,0,0,4307,1
73027,0,34002,19,0,0,4063,4
17386,0,0,0,0,0,3771,5
9310,0,500,1,500,1,4272,5
11023,0,0,0,0,0,4328,5
55406,0,38118,18,500,1,4310,4
47638,0,0,0,0,0,3739,5
30040,0,8636,8,500,1,3873,5
24787,0,1000,1,0,0,3930,5
40758,0,3500,4,1000,2,4299,5
726,0,0,0,0,0,4268,5
40686,0,260,2,0,0,4177,5
16626,0,2500,13,0,0,4329,1
18944,0,300,3,300,3,3932,5
114949,0,87136,24,600,2,4294,3
32522,0,5971,4,471,2,4042,5
86533,0,3700,4,700,2,3600,5
166470,0,9574,16,0,0,4194,3
10797,0,0,0,0,0,3581,5
131618,0,46473,16,0,0,4274,3
77523,1112,11050,5,1000,2,4274,2
47905,0,14575,16,2000,4,4245,2
28695,0,0,0,0,0,4173,5
15253,0,5427,8,0,0,4373,5
193818,0,16327,13,0,0,3768,1
30556,0,950,5,550,3,4361,5
22678,0,2125,7,0,0,4068,5
89430,0,24314,18,0,0,1547,4
26522,0,18479,13,0,0,4358,4
59913,0,2210,5,150,1,3481,5
16516,0,500,1,0,0,4275,5
49050,0,18436,16,0,0,2426,4
27981,0,63004,17,0,0,2921,4
4939,0,1000,1,0,0,2515,5
26077,0,6768,4,0,0,3487,5
110893,0,4653,6,0,0,3645,5
56455,0,6000,3,0,0,4218,5
32699,0,1500,2,500,1,3167,5
109790,0,16108,4,0,0,3123,5
166681,0,107645,25,0,0,3287,3
145233,0,9366,5,4866,3,2626,2
1054,0,15147,3,0,0,3133,5
27532,0,4639,13,0,0,3939,4
62464,0,5675,16,500,1,3820,1
4041,0,0,0,0,0,3344,5
28138,0,6330,29,0,0,3847,4
33010,0,0,0,0,0,3915,5
45687,0,45,2,0,0,2269,5
12981,0,0,0,0,0,4246,5
168246,1514,4600,4,100,2,4103,2
75505,0,30850,17,500,1,4007,4
55591,0,8817,13,0,0,3693,4
37358,0,50488,19,0,0,3967,4
33803,0,6100,34,0,0,4079,4
2500,0,2500,1,0,0,3717,5
140527,0,3500,14,0,0,4023,1
5360,0,0,0,0,0,4392,5
124430,0,15523,17,1200,8,4054,2
240007,0,46771,14,0,0,4048,3
245021,0,13639,15,180,1,3984,3
53518,0,73933,30,400,1,3930,3
122545,0,269,4,250,1,3834,5
192889,0,10500,5,0,0,4096,5
227776,0,47286,19,2276,5,3980,2
37833,0,48172,15,500,1,3551,4
48256,0,9690,2,0,0,3979,5
99704,2704,15750,12,0,0,4106,2
394999,0,4150,5,150,3,3599,3
82497,0,0,0,0,0,3565,5
15326,7663,0,0,0,0,4140,2
32619,0,1070,7,0,0,3846,5
57017,0,2495,11,0,0,3854,1
252741,0,29296,19,635,3,4189,3
49375,0,23628,14,0,0,3797,4
25341,0,38,4,0,0,3995,5
45150,0,18907,13,0,0,4141,4
187462,0,10500,5,500,4,3953,5
19132,0,9124,17,0,0,3915,4
196967,0,38490,37,9550,20,4008,2
13040,0,500,1,0,0,3972,5
184301,0,6454,13,3954,12,4010,2
36294,0,0,0,0,0,3956,5
89840,0,7048,14,0,0,3819,1
6914,0,1500,1,0,0,3915,5
28493,0,21845,22,300,1,3932,4
111793,0,500,1,0,0,4057,5
18700,0,870,2,0,0,3995,5
53957,0,7000,4,500,1,4133,5
135770,0,4700,5,200,3,4215,5
189784,0,35464,18,2197,4,4190,2
60076,0,45582,9,0,0,3935,4
3522,0,3522,4,0,0,3916,5
36736,0,0,0,0,0,4134,5
100634,0,69669,28,1540,12,4193,2
88918,0,5537,14,0,0,4180,1
245045,0,25039,16,500,1,4173,3
37948,0,19213,43,0,0,3914,4
81552,0,7703,8,0,0,3855,5
118067,0,8715,12,0,0,3718,1
268314,0,29968,14,500,1,3869,3
135488,0,57787,16,0,0,4117,3
68243,0,10012,22,903,3,3888,1
56693,3953,20454,11,0,0,3893,2
194875,0,7550,6,1050,3,3831,5
206155,0,28447,17,0,0,3848,3
35425,0,4125,19,0,0,3834,4
161579,0,7688,21,5688,20,3811,2
11314,1000,741,4,0,0,3845,2
119531,0,60503,43,250,1,4002,3
48433,0,4300,5,800,3,3673,5
10872,0,4500,27,0,0,3882,4
109268,0,7401,17,750,1,4034,1
105160,0,20458,21,0,0,3732,4
90919,0,44430,17,0,0,3739,4
50230,0,4149,9,800,4,3727,5
74538,0,18835,21,0,0,2726,4
4606,0,4320,6,0,0,3501,5
61617,0,23495,13,0,0,3972,4
15275,0,75,2,0,0,2761,5
112891,0,500,1,500,1,3909,5
41176,0,7624,7,2624,4,3729,2
81251,0,19500,6,0,0,3958,5
